This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"208043","TAHQUAMENON",-85.2242,46.6011,227,"COOP","208043"
"154180","IVEL",-82.6667,37.5667,200,"COOP","154180"
"151890","CRAB ORCHARD",-84.4375,37.4903,341,"COOP","151890"
"229426","WAVELAND",-89.3831,30.2947,2,"COOP","229426"
"7033939","LA MACAZA",-74.7667,46.3667,244,"EC","7033939"
"153030","FRANKFORT ST",-84.9006,38.1789,230,"COOP","153030"
"WMD-05852","ELMAX_R",-81.0773,27.7528,-9999,"SFWMD","WMD-05852"
"469482","WHEELING",-80.7283,40.0567,197,"COOP","469482"
"170655","BLANCHARD",-69.5833,45.2667,183,"COOP","170655"
"093325","FARGO 17 NE",-82.3606,30.8264,38,"COOP","093325"
"151206","CADIZ LOCK E",-87.9667,36.7667,116,"COOP","151206"
"156384","PINEVILLE",-83.7100,36.7650,306,"COOP","156384"
"197293","SEGREGANSET",-71.1167,41.8333,12,"COOP","197293"
"303128","GARBUTT",-77.7833,43.0000,171,"COOP","303128"
"408570","SPRINGVILLE",-88.1500,36.2833,122,"COOP","408570"
"467504","RICHWOOD 3 N",-80.5167,38.2667,930,"COOP","467504"
"13838","MOBILE DOWNT",-88.0681,30.6264,8,"WBAN","13838"
"FS-06098","VERO TOW_R",-80.4314,27.6081,-9999,"SFWMD","FS-06098"
"WMD-05963","BEELINE_R",-81.1781,28.4528,-9999,"SFWMD","WMD-05963"
"6152555","FRANKFORD MO",-77.6000,44.2333,114,"EC","6152555"
"7012240","DUCHESNAY",-71.6500,46.8667,166,"EC","7012240"
"010854","BISHOP",-88.1167,34.6500,143,"COOP","010854"
"084620","KISSIMMEE",-81.4167,28.3000,21,"COOP","084620"
"190759","BORDEN BROOK",-72.9333,42.1333,338,"COOP","190759"
"313515","GOLDSBORO 3",-78.0333,35.3500,24,"COOP","313515"
"369407","WELLSBORO",-77.3122,41.7417,421,"COOP","369407"
"441636","CHERITON",-75.9667,37.2833,3,"COOP","441636"
"444410","JOHN W FLANN",-82.3436,37.2344,445,"COOP","444410"
"448938","WAVERLY HILL",-77.1167,38.8833,104,"COOP","448938"
"13815","ALBANY NAVAL",-84.1167,31.5833,66,"WBAN","13815"
"13858","VALPARAISO E",-86.5167,30.4833,20,"WBAN","13858"
"FS-06090","NAPLES T_R",-81.7590,26.1540,-9999,"SFWMD","FS-06090"
"6150863","BRADFORD MUC",-79.6000,44.0333,221,"EC","6150863"
"6158779","TORONTO SUNN",-79.3833,43.7167,157,"EC","6158779"
"6159127","VALENS",-80.1333,43.3833,282,"EC","6159127"
"7054680","MATAPEDIA",-66.9333,47.9667,16,"EC","7054680"
"70986RN","VAL ST GILLE",-79.1333,48.9833,290,"EC","70986RN"
"011492","CENTER GROVE",-86.6333,34.3833,238,"COOP","011492"
"7027309","ST HILAIRE D",-70.8667,45.8667,506,"EC","7027309"
"7061475","CHUTE A LA S",-71.8500,48.7833,140,"EC","7061475"
"065262","NEW HARTFORD",-72.9500,41.8833,116,"COOP","065262"
"278194","SOUTH WEARE",-71.7167,43.0500,214,"COOP","278194"
"302599","ELMA",-78.6333,42.8500,236,"COOP","302599"
"431715","DANVILLE",-72.1333,44.4167,424,"COOP","431715"
"174817","LOVELL",-70.8944,44.1569,149,"COOP","174817"
"432828","ESSEX JUNCTI",-73.1167,44.4833,73,"COOP","432828"
"DADE-06310","STONEB_R",-80.1753,25.9131,-9999,"SFWMD","DADE-06310"
"6121969","DASHWOOD",-81.6167,43.3667,253,"EC","6121969"
"7030874","BUCKINGHAM",-75.4167,45.5833,137,"EC","7030874"
"113369","GEBHARD WOOD",-88.4333,41.3500,154,"COOP","113369"
"305560","MOUNT LEBANO",-73.4000,42.4667,219,"COOP","305560"
"14710","MANCHESTER A",-71.4383,42.9333,69,"WBAN","14710"
"WMD-05862","KIRCHOFF_R",-81.4192,28.1525,-9999,"SFWMD","WMD-05862"
"7027264","ST FORTUNAT",-71.6000,45.9667,465,"EC","7027264"
"016460","PINE HILL",-87.6000,31.9833,34,"COOP","016460"
"13730","FREDERICK MU",-77.3833,39.4167,94,"WBAN","13730"
"7026700","ROUGEMONT",-73.1000,45.4333,40,"EC","7026700"
"362298","DUNLO",-78.7242,40.2872,719,"COOP","362298"
"408527","SPARTA TVA",-85.4833,35.9000,293,"COOP","408527"
"187325","PRINCE FREDE",-76.5833,38.5500,43,"COOP","187325"
"336773","PORTLAND DAM",-81.7667,39.0167,180,"COOP","336773"
"6158762","TORONTO NORT",-79.4500,43.6833,168,"EC","6158762"
"7093376","JOUTEL",-78.3000,49.4667,290,"EC","7093376"
"305840","NIAGARA FALL",-78.9500,43.1014,174,"COOP","305840"
"307596","SEAGER",-74.5500,42.0500,586,"COOP","307596"
"365684","MEYERSDALE",-79.0167,39.8167,641,"COOP","365684"
"300393","BALSAM LAKE",-74.6000,42.0333,793,"COOP","300393"
"444777","LEBANON",-82.0383,36.9028,583,"COOP","444777"
"176881","PORT CLYDE",-69.2667,43.9167,9,"COOP","176881"
"197190","SANDWICH",-70.5000,41.7667,6,"COOP","197190"
"277253","ROCHESTER",-70.9833,43.3000,70,"COOP","277253"
"126989","PLYMOUTH",-86.3364,41.3383,248,"COOP","126989"
"03838","VANDALIA FAA",-89.1667,38.9833,163,"WBAN","03838"
"402305","DALE HOLLOW",-85.4500,36.5333,171,"COOP","402305"
"7028295","SUTTON JONCT",-72.6333,45.1500,213,"EC","7028295"
"300237","ARENA",-74.7167,42.1000,442,"COOP","300237"
"151727","COLUMBUS",-89.1217,36.7583,84,"COOP","151727"
"464941","KNOBLY MOUNT",-79.0000,39.3667,409,"COOP","464941"
"303781","HEMPSTEAD GA",-73.6333,40.7167,24,"COOP","303781"
"6106100","OTTAWA ROCKC",-75.6333,45.4500,54,"EC","6106100"
"438160","SUNDERLAND 2",-73.1244,43.0908,274,"COOP","438160"
"13705","ANDREWS AFB",-76.8667,38.8167,86,"WBAN","13705"
"14704","FALMOUTH OTI",-70.5167,41.6500,40,"WBAN","14704"
"8104928","ST LEONARD A",-67.8333,47.1500,242,"EC","8104928"
"6102J13","DRUMMOND CEN",-76.2500,45.0333,145,"EC","6102J13"
"6141919","CROMARTY",-81.3333,43.4167,328,"EC","6141919"
"6073750","INDIAN CHUTE",-80.4500,47.8500,293,"EC","6073750"
"6084307","LAKE TRAVERS",-78.0667,45.9500,236,"EC","6084307"
"6102857","GODFREY",-76.6333,44.5667,160,"EC","6102857"
"367167","PRINCE GALLI",-78.5506,40.6514,463,"COOP","367167"
"207190","RUDYARD 4N",-84.5764,46.2958,230,"COOP","207190"
"436500","POWNAL 1 NE",-73.2167,42.7833,347,"COOP","436500"
"335939","NEWPORT",-81.2167,39.4000,204,"COOP","335939"
"208293","TROUT LAKE 2",-85.0728,46.1989,265,"COOP","208293"
"6118938","TROUT CREEK",-79.3833,46.0333,333,"EC","6118938"
"6135657","NIAGARA FALL",-79.0500,43.1333,175,"EC","6135657"
"155559","MOREHEAD STA",-83.4667,38.1833,232,"COOP","155559"
"111302","CARMI 3",-88.1831,38.0781,102,"COOP","111302"
"WMD-05873","MCARTH_R",-81.2065,27.4386,-9999,"SFWMD","WMD-05873"
"281598","CHATSWORTH",-74.5333,39.8167,31,"COOP","281598"
"6142295","EMBRO INNES",-80.9333,43.2500,358,"EC","6142295"
"091029","BLUE RIDGE R",-84.2833,34.8833,476,"COOP","091029"
"200770","BIG BAY 2 SE",-87.7067,46.7983,198,"COOP","200770"
"WMD-05999","S65B_R",-81.1956,27.5028,-9999,"SFWMD","WMD-05999"
"126304","NEW WHITELAN",-86.1000,39.5500,239,"COOP","126304"
"305435","MONGAUP VALL",-74.8167,41.6167,366,"COOP","305435"
"407156","PICKWICK LAN",-88.2500,35.0667,146,"COOP","407156"
"461959","CORTON",-81.2711,38.4864,195,"COOP","461959"
"465747","MATOAKA",-81.2500,37.4167,763,"COOP","465747"
"WMD-05856","MICCO_R",-81.1440,27.4725,-9999,"SFWMD","WMD-05856"
"127102","PRAIRIE HEIG",-85.1967,41.6400,302,"COOP","127102"
"014080","HURTSBORO",-85.4153,32.2428,111,"COOP","014080"
"017968","SWAIM",-86.2167,34.8833,204,"COOP","017968"
"360905","BREEZEWOOD",-78.2333,40.0000,412,"COOP","360905"
"6158740","TORONTO MET",-79.5500,43.8000,194,"EC","6158740"
"116663","PAXTON 2 WSW",-88.1417,40.4547,241,"COOP","116663"
"150687","BIG CREEK",-83.5631,37.1597,299,"COOP","150687"
"93836","BRUNSWICK GL",-81.4667,31.2500,9,"WBAN","93836"
"6073420","HEASLIP",-79.8333,47.8000,222,"EC","6073420"
"WMD-06068","S65D_R",-81.0228,27.3145,-9999,"SFWMD","WMD-06068"
"WMD-05877","MAXCEY S_R",-81.1003,27.5414,-9999,"SFWMD","WMD-05877"
"015625","MOULTON",-87.3000,34.4667,192,"COOP","015625"
"407831","ROCKWOOD",-84.6833,35.8667,278,"COOP","407831"
"311956","COLUMBIA",-76.2667,35.9167,3,"COOP","311956"
"194075","LANESBORO",-73.2333,42.5500,377,"COOP","194075"
"WMD-06277","MANTEE P_R",-80.5767,26.6426,-9999,"SFWMD","WMD-06277"
"6048230","TERRACE BAY",-87.1000,48.8000,289,"EC","6048230"
"6062425","FOLEYET",-82.4333,48.2500,329,"EC","6062425"
"110583","BELVIDERE",-88.8644,42.2550,225,"COOP","110583"
"363488","GREEN LANE",-75.4783,40.3422,93,"COOP","363488"
"04724","NIAGARA FALL",-78.9453,43.1072,178,"WBAN","04724"
"6042755","GERALDTON ON",-86.9500,49.6833,338,"EC","6042755"
"114959","LAWRENCEVILL",-87.7333,38.7167,140,"COOP","114959"
"7026839","STE ANNE DE",-73.9333,45.4333,39,"EC","7026839"
"334319","LAGRANGE 1 N",-82.1000,41.2500,243,"COOP","334319"
"6065006","MASSEY",-82.0167,46.2000,200,"EC","6065006"
"069174","WEST HARTLAN",-72.9667,42.0000,354,"COOP","069174"
"013035","FORT MORGAN",-88.0167,30.2333,3,"COOP","013035"
"189440","WESTMINSTER",-76.9667,39.5500,233,"COOP","189440"
"091544","FORT STEWART",-81.6167,31.8667,27,"COOP","091544"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP","168543"
"013644","HAMILTON",-87.9833,34.1333,168,"COOP","013644"
"308611","TRUXTON",-76.0167,42.7167,354,"COOP","308611"
"404663","JOHNSON CITY",-82.3833,36.3167,528,"COOP","404663"
"275780","NEW DURHAM 3",-71.1833,43.4833,195,"COOP","275780"
"8102800","MCGIVNEY",-66.5667,46.3667,177,"EC","8102800"
"179360","WEST ENFIELD",-68.6500,45.2500,49,"COOP","179360"
"364076","HOPEWELL MOR",-75.8856,40.1592,168,"COOP","364076"
"309076","WELLSVILLE 4",-77.9833,42.1667,445,"COOP","309076"
"441808","CLINCHCO",-82.3167,37.1667,467,"COOP","441808"
"STC","ST.CHARLES",-88.3610,41.9046,226,"ICN","STC"
"116998","PRINCETON",-89.4644,41.3767,212,"COOP","116998"
"WMD-05846","S140 SPW_R",-80.8273,26.1720,-9999,"SFWMD","WMD-05846"
"13840","DAYTON WRIGH",-84.0500,39.8333,250,"WBAN","13840"
"FRE","FREEPORT",-89.6734,42.2801,265,"ICN","FRE"
"7051240","CAUSAPSCAL R",-67.1667,48.5000,332,"EC","7051240"
"204623","L ANSE 2 S",-88.4500,46.7333,235,"COOP","204623"
"115791","MONTICELLO",-88.5667,40.0333,192,"COOP","115791"
"367443","RICES LANDIN",-80.0000,39.9500,238,"COOP","367443"
"CMI","CHAMPAIGN",-88.2404,40.0840,219,"ICN","CMI"
"7027267","STE FRANCOIS",-71.9333,46.4833,91,"EC","7027267"
"7053935","L'ALVERNE",-66.7000,48.1333,290,"EC","7053935"
"14706","MCGUIRE AFB",-74.6000,40.0167,45,"WBAN","14706"
"6040081","AGUASABON",-87.1667,48.7833,189,"EC","6040081"
"307742","SHRUB OAK",-73.8333,41.3333,128,"COOP","307742"
"7018577","VALCARTIER F",-71.5000,46.9500,184,"EC","7018577"
"152512","ELIZABETHTOW",-85.8783,37.6792,209,"COOP","152512"
"7033700","LAC ST DENIS",-74.3167,45.9333,406,"EC","7033700"
"FRM","BELLEVILLE",-89.8415,38.5184,133,"ICN","FRM"
"7047396","ST JEAN (IO)",-70.9167,46.9167,31,"EC","7047396"
"BRW","BROWNSTOWN",-88.9598,38.9492,177,"ICN","BRW"
"702607F","POINTE DU MO",-73.9167,45.3500,38,"EC","702607F"
"7070450","BARRAGE CICO",-73.0333,47.3833,206,"EC","7070450"
"447174","RICHLANDS",-81.7936,37.0947,582,"COOP","447174"
"170177","ALBION",-69.4833,44.4833,98,"COOP","170177"
"6148212","TAVISTOCK",-80.8333,43.3167,343,"EC","6148212"
"7046931","ST CASSIEN D",-70.6167,47.3667,373,"EC","7046931"
"150752","BLAINE",-82.8333,38.0333,207,"COOP","150752"
"13849","SUMTER SHAW",-80.4667,33.9667,74,"WBAN","13849"
"810AL00","EDMUNDSTON",-68.1833,47.3500,163,"EC","810AL00"
"6100493","BARK LAKE DA",-77.8000,45.4167,335,"EC","6100493"
"8100700","CAMPBELLTON",-66.6667,48.0000,8,"EC","8100700"
"271950","DEERING",-71.8678,43.0908,325,"COOP","271950"
"6142798","GLANWORTH CF",-81.2000,42.8833,280,"EC","6142798"
"440735","BIG STONE GA",-82.7711,36.8628,446,"COOP","440735"
"DXS","DIXON SPRING",-88.6674,37.4368,165,"ICN","DXS"
"6100720","BELLROCK",-76.7667,44.4833,146,"EC","6100720"
"406624","NORRIS DAM",-84.0833,36.2167,268,"COOP","406624"
"466293","MOUNT STORM",-79.2333,39.2833,869,"COOP","466293"
"6116843","RAGGED RAPID",-79.6833,45.0167,229,"EC","6116843"
"305604","MOUNT PLEASA",-76.3667,42.4500,503,"COOP","305604"
"6079068","UPPER NOTCH",-79.5833,47.2500,241,"EC","6079068"
"120824","BLUFFTON",-85.1667,40.7833,264,"COOP","120824"
"171479","CLAYTON LAKE",-69.5333,46.6167,305,"COOP","171479"
"6155788","ORANGEVILLE",-80.0500,43.9167,405,"EC","6155788"
"615HMAK","TORONTO BUTT",-79.3667,43.8667,198,"EC","615HMAK"
"6147229","RUSKVIEW",-80.1333,44.2333,472,"EC","6147229"
"110803","BOURBONNAIS",-87.9347,41.1750,198,"COOP","110803"
"13707","DOVER AFB",-75.4667,39.1333,7,"WBAN","13707"
"6151309","CENTREVILLE",-76.9000,44.4000,150,"EC","6151309"
"114837","LAKE VILLA 2",-88.0594,42.4308,245,"COOP","114837"
"170398","BARNARD",-69.1500,45.2833,166,"COOP","170398"
"467455","RENICK 3",-80.3644,37.9914,634,"COOP","467455"
"WMD-05879","S4_R",-80.9617,26.7898,-9999,"SFWMD","WMD-05879"
"6158691","TORONTO ISLI",-79.5500,43.6500,133,"EC","6158691"
"117377","ROCKFORD 6 E",-88.9833,42.3000,268,"COOP","117377"
"163807","GRAND ISLE",-89.9961,29.2339,1,"COOP","163807"
"090946","BLACKBEARD I",-81.2167,31.4833,3,"COOP","090946"
"445756","MOUNTAIN GRO",-79.8861,38.1008,541,"COOP","445756"
"309544","WOLCOTT 3 NW",-76.8667,43.2500,122,"COOP","309544"
"083168","FORT LAUDERD",-80.1064,26.1408,1,"COOP","083168"
"018012","SYLVANIA",-85.8167,34.5667,427,"COOP","018012"
"313364","GATESVILLE",-76.7167,36.4333,12,"COOP","313364"
"FS-06087","MILES CI_R",-81.3465,26.1845,-9999,"SFWMD","FS-06087"
"181685","CHARLOTTE HA",-76.7500,38.4667,52,"COOP","181685"
"201800","CORNELL 4 WS",-87.3000,45.8833,268,"COOP","201800"
"012945","FLAT ROCK",-85.6833,34.7667,427,"COOP","012945"
"WMD-05989","L ARBUCK_R",-81.3770,27.6656,-9999,"SFWMD","WMD-05989"
"090044","ADAIRSVILLE",-84.8389,34.3417,291,"COOP","090044"
"446533","PARTLOW 3 WN",-77.7000,38.0500,76,"COOP","446533"
"156020","OLNEY",-87.7833,37.2333,162,"COOP","156020"
"430337","BARRE",-72.5167,44.2000,183,"COOP","430337"
"WMD-05790","REEDGW10_R",-81.5751,28.2708,-9999,"SFWMD","WMD-05790"
"088527","STARKE",-82.1000,29.9333,49,"COOP","088527"
"204939","LOWELL 2 SE",-85.3181,42.9117,232,"COOP","204939"
"308503","TICONDEROGA",-73.4167,43.8500,49,"COOP","308503"
"167572","QUARANTINE",-89.2667,29.2167,3,"COOP","167572"
"409209","UNICOI 3 SW",-82.4000,36.1667,641,"COOP","409209"
"313427","GILLESPIE GA",-82.0500,35.8667,860,"COOP","313427"
"476510","PESHTIGO",-87.7342,45.0203,183,"COOP","476510"
"WMD-05926","2A-17_R",-80.4114,26.2862,-9999,"SFWMD","WMD-05926"
"7042870","GRAND FONDS",-70.1167,47.7500,366,"EC","7042870"
"116765","PETERSBURG 2",-89.8636,39.9872,184,"COOP","116765"
"012124","DADEVILLE 2",-85.7358,32.8622,223,"COOP","012124"
"465875","MC ROSS 3 E",-80.6803,37.9900,975,"COOP","465875"
"93845","VALDOSTA REG",-83.2767,30.7825,60,"WBAN","93845"
"361809","COUDERSPORT",-77.8833,41.7667,738,"COOP","361809"
"364363","JERSEY SHORE",-77.2500,41.2000,182,"COOP","364363"
"272898","FABYAN",-71.4500,44.2667,494,"COOP","272898"
"332727","FAYETTEVILLE",-83.8778,39.2122,301,"COOP","332727"
"017994","SYLACAUGA 2",-86.2833,33.1667,168,"COOP","017994"
"14714","STEWART FIEL",-74.1000,41.5000,177,"WBAN","14714"
"015529","MONTE SANO",-86.5167,34.7500,488,"COOP","015529"
"124267","INDIANAPOLIS",-86.1167,39.8500,226,"COOP","124267"
"7050085","ALBERTVILLE",-67.3500,48.3000,335,"EC","7050085"
"369990","ZION GROVE",-76.2167,40.9000,287,"COOP","369990"
"310935","BODIE ISLAND",-75.5500,35.8333,2,"COOP","310935"
"176705","PHILLIPS",-70.3500,44.8167,183,"COOP","176705"
"337857","SOUTH POINT",-82.5936,38.4239,169,"COOP","337857"
"443695","HALIFAX 2 SS",-78.9167,36.7333,153,"COOP","443695"
"012386","DOUBLE SPRIN",-87.4167,34.1500,247,"COOP","012386"
"111836","CONGERVILLE",-89.2406,40.6219,194,"COOP","111836"
"151964","CUMBERLAND",-83.0000,36.9667,445,"COOP","151964"
"120482","BATESVILLE W",-85.2186,39.2969,296,"COOP","120482"
"113902","HARVARD",-88.6308,42.4147,277,"COOP","113902"
"302356","EAST HOMER 2",-76.1167,42.7167,476,"COOP","302356"
"435632","NORTH DANVIL",-72.1167,44.4667,348,"COOP","435632"
"013308","GILBERTOWN",-88.3333,31.8833,40,"COOP","013308"
"13827","SEWART AFB",-86.5333,36.0000,163,"WBAN","13827"
"613FN58","POINT PELEE",-82.5167,41.9500,177,"EC","613FN58"
"120858","BOSWELL 4WNW",-87.4531,40.5350,235,"COOP","120858"
"123078","FRANCESVILLE",-86.8814,40.9892,207,"COOP","123078"
"364984","LEWIS RUN 3",-78.6433,41.8417,530,"COOP","364984"
"282805","ESTELL MANOR",-74.8289,39.3831,26,"COOP","282805"
"155370","META 4 SE",-82.3833,37.5333,268,"COOP","155370"
"300817","BRADFORD 1 N",-77.1167,42.3833,415,"COOP","300817"
"442922","FALLS CHURCH",-77.2000,38.8500,98,"COOP","442922"
"6142991","GRAND VALLEY",-80.3333,43.8833,465,"EC","6142991"
"7017422","ST JOSEPH DE",-72.6833,46.9167,122,"EC","7017422"
"14601","DOW AFB",-68.8167,44.8000,52,"WBAN","14601"
"7025267","MONTREAL LAF",-73.5667,45.5167,41,"EC","7025267"
"404678","JOHNSONVILLE",-87.9833,36.0333,125,"COOP","404678"
"445931","NASSAWADOX",-75.8667,37.4667,12,"COOP","445931"
"13806","FORT CAMPBEL",-87.4833,36.6667,173,"WBAN","13806"
"7015665","NOTRE DAME D",-74.0500,46.2333,366,"EC","7015665"
"7026739","SACRE COEUR",-71.1667,46.1333,468,"EC","7026739"
"203962","HUBBARD LAKE",-83.6000,44.8500,226,"COOP","203962"
"366649","OSWAYO 1 ENE",-78.0000,41.9167,521,"COOP","366649"
"13812","COLUMBUS RIC",-82.9333,39.8167,230,"WBAN","13812"
"012235","DELTA",-85.7000,33.4333,314,"COOP","012235"
"366028","MOUNT GRETNA",-76.4333,40.2333,204,"COOP","366028"
"406266","MORRISTOWN",-83.3333,36.2333,406,"COOP","406266"
"192026","DUNSTABLE",-71.5167,42.6667,64,"COOP","192026"
"6056907","RAYNER",-83.5000,46.3333,244,"EC","6056907"
"8100775","CANTERBURY",-67.4667,45.8833,174,"EC","8100775"
"6158846","TORONTO WILS",-79.4333,43.7333,191,"EC","6158846"
"6121275","CENTRALIA A",-81.5167,43.3000,253,"EC","6121275"
"275532","MOULTONBORO",-71.4833,43.7333,183,"COOP","275532"
"7050245","ARMAGH STATI",-70.6167,46.7167,312,"EC","7050245"
"8102234","HOYT BLISSVI",-66.5667,45.6000,15,"EC","8102234"
"122814","FARMERSBURG",-87.3906,39.2425,168,"COOP","122814"
"220173","AMORY LOCK &",-88.4883,34.0117,70,"COOP","220173"
"6107276","ST. ALBERT",-75.0500,45.2833,70,"EC","6107276"
"280797","BERNARDSVILL",-74.5333,40.7167,73,"COOP","280797"
"365342","MAHAFFEY",-78.7333,40.8833,390,"COOP","365342"
"14808","OSCODA WURTS",-83.4000,44.4500,188,"WBAN","14808"
"6128206","TARA",-81.1500,44.5167,230,"EC","6128206"
"6152335","ERINDALE",-79.6500,43.5667,140,"EC","6152335"
"615EMR7","MOUNTAINVIEW",-77.3000,44.0500,108,"EC","615EMR7"
"110247","ARLINGTON HE",-87.9667,42.0333,207,"COOP","110247"
"612HKLR","THEDFORD",-81.8500,43.1833,195,"EC","612HKLR"
"6152953","GORMLEY ARDE",-79.3833,43.8667,198,"EC","6152953"
"6155097","MIDDLEPORT T",-80.0333,43.1167,206,"EC","6155097"
"6158738","TORONTO MALV",-79.2333,43.8000,160,"EC","6158738"
"6169453","WEST GUILFOR",-78.6833,45.1000,328,"EC","6169453"
"7033940","LA MACAZA A",-74.7833,46.4000,245,"EC","7033940"
"7065840","PASSE DANGER",-71.2667,49.8833,457,"EC","7065840"
"8102975","MILLTOWN",-67.3000,45.1667,16,"EC","8102975"
"303955","HONEOYE",-77.5131,42.7914,244,"COOP","303955"
"366238","NEW HOLLAND",-76.0717,40.0750,184,"COOP","366238"
"WMD-16648","S3_R",-80.8073,26.6990,-9999,"SFWMD","WMD-16648"
"6154135","KING CREEK",-79.6167,43.9000,236,"EC","6154135"
"170409","BATH",-69.8500,43.9333,8,"COOP","170409"
"367578","RODALE RESEA",-75.7222,40.5514,168,"COOP","367578"
"7026818","ST AMABLE",-73.3000,45.6667,41,"EC","7026818"
"152250","DRY RIDGE KS",-84.5911,38.7150,274,"COOP","152250"
"319081","WARSAW 5 E",-78.0333,35.0000,34,"COOP","319081"
"151969","CUMBERLAND F",-84.3167,36.8333,326,"COOP","151969"
"13726","BLACKSTONE",-77.9500,37.0833,136,"WBAN","13726"
"WMD-05876","PINE ISL_R",-81.1265,28.1161,-9999,"SFWMD","WMD-05876"
"WMD-05871","MAXCEY N_R",-81.0237,27.6836,-9999,"SFWMD","WMD-05871"
"WMD-05870","S2_R",-80.7162,26.7003,-9999,"SFWMD","WMD-05870"
"7017BFN","STE FOY (PIE",-71.3167,46.7833,79,"EC","7017BFN"
"317548","RURAL HALL",-80.3069,36.2333,293,"COOP","317548"
"6080577","BEAR ISLAND",-80.0833,46.9833,294,"EC","6080577"
"7031636","CHUTE ST PHI",-75.2500,46.6500,252,"EC","7031636"
"6050801","BLIND RIVER",-83.0000,46.2000,183,"EC","6050801"
"7028240","STANHOPE",-71.7833,45.0167,389,"EC","7028240"
"096038","MORGAN 1 W",-84.6167,31.5333,62,"COOP","096038"
"WMD-05848","COW CREE_R",-80.6298,27.3578,-9999,"SFWMD","WMD-05848"
"WMD-05841","CREEK_R",-81.4626,28.0386,-9999,"SFWMD","WMD-05841"
"306867","PULASKI 1 N",-76.1167,43.5833,122,"COOP","306867"
"081310","CAPTIVA",-82.1833,26.5333,1,"COOP","081310"
"FS-06094","ARCHBOLD_R",-81.3387,27.1850,-9999,"SFWMD","FS-06094"
"WMD-05872","TICK ISL_R",-81.1865,27.6859,-9999,"SFWMD","WMD-05872"
"WMD-06278","L MYRTL_R",-81.1906,28.3139,-9999,"SFWMD","WMD-06278"
"6073630","HUNTA",-81.2667,49.1167,274,"EC","6073630"
"303602","HAMILTON",-75.5333,42.8167,369,"COOP","303602"
"6044735","MACDIARMID",-88.1500,49.4333,312,"EC","6044735"
"315856","MORTIMER",-81.7833,35.9833,458,"COOP","315856"
"WMD-05798","3A-36_R",-80.4492,26.1915,-9999,"SFWMD","WMD-05798"
"279091","WENTWORTH",-71.9156,43.9519,189,"COOP","279091"
"FS-06089","COPELAND_R",-81.3637,25.9504,-9999,"SFWMD","FS-06089"
"116069","NEWARK 8 E",-88.4333,41.5500,204,"COOP","116069"
"WMD-05801","G54_R",-80.2298,26.0949,-9999,"SFWMD","WMD-05801"
"406328","MT LECONTE",-83.4411,35.6550,1979,"COOP","406328"
"182215","CRISFIELD SO",-75.8667,37.9833,2,"COOP","182215"
"8104000","PLASTER ROCK",-67.4000,46.9000,160,"EC","8104000"
"447004","RADFORD 5 SW",-80.6000,37.1000,604,"COOP","447004"
"WMD-05795","2A-19_R",-80.3009,26.2629,-9999,"SFWMD","WMD-05795"
"405040","LANCING 6 NW",-84.7283,36.1500,463,"COOP","405040"
"013559","GULF SHORES",-87.6833,30.2833,3,"COOP","013559"
"12858","KEY WEST WB",-81.8000,24.5667,8,"WBAN","12858"
"439764","WILDER",-72.3081,43.6703,111,"COOP","439764"
"116490","OREGON 3 SW",-89.3639,41.9783,213,"COOP","116490"
"199780","WINCHENDON 2",-72.0500,42.6833,311,"COOP","199780"
"286560","ORANGE",-74.2167,40.7833,49,"COOP","286560"
"6144442","LISTOWEL",-80.9667,43.7500,381,"EC","6144442"
"124782","LAKEVILLE",-86.2692,41.5269,256,"COOP","124782"
"6055302","MONTREAL FAL",-84.4333,47.2667,306,"EC","6055302"
"086841","PANAMA CITY",-85.7000,30.1667,3,"COOP","086841"
"199442","WEST RUTLAND",-71.9833,42.3667,262,"COOP","199442"
"333838","HOPEDALE",-80.8992,40.3239,372,"COOP","333838"
"13864","MARIETTA DOB",-84.5167,33.9167,330,"WBAN","13864"
"OLN","OLNEY",-88.1031,38.7377,134,"ICN","OLN"
"6119274","WALTERS FALL",-80.7333,44.5167,305,"EC","6119274"
"126864","PERU WASTE W",-86.0717,40.7453,197,"COOP","126864"
"367729","RUSSELL (RIV",-79.1333,41.9381,378,"COOP","367729"
"6157014","RICHMOND HIL",-79.4333,43.8667,218,"EC","6157014"
"208468","VESTABURG",-84.9092,43.3925,279,"COOP","208468"
"172442","EAST SANGERV",-69.2833,45.1333,165,"COOP","172442"
"228382","STATE LINE",-88.4833,31.4333,79,"COOP","228382"
"478561","TOWNSEND",-88.5833,45.3333,415,"COOP","478561"
"406806","OLD HICKORY",-86.5631,36.2469,180,"COOP","406806"
"306426","PARKSTON",-74.8167,41.9000,445,"COOP","306426"
"434120","ISLAND POND",-71.8903,44.8128,366,"COOP","434120"
"124908","LEBANON WATE",-86.4750,40.0517,290,"COOP","124908"
"403044","FALLS CREEK",-85.3167,35.6833,458,"COOP","403044"
"445266","MARION",-81.5167,36.8500,671,"COOP","445266"
"081502","CHATTAHOOCHE",-84.8667,30.7000,27,"COOP","081502"
"405061","LASCASSAS 3",-86.3333,35.9167,168,"COOP","405061"
"441362","CAPE HENRY W",-76.0000,36.9333,3,"COOP","441362"
"091973","CLAXTON",-81.9008,32.1678,57,"COOP","091973"
