AQC00914000         683P
USC00415086          62P
USC00415094         121S
USC00415097          70S
USC00415116         100P
USC00415158          44S
USC00415183          49S
USC00415192         132P
USC00415193         110S
USC00415196         187S
USC00415229         182P
USC00415247          58C
USC00415265          43S
USC00415271         169S
USC00415272          76S
USC00415276          95P
USC00415284         107P
USC00415341         160S
USC00415351          48P
USC00415369          68P
USC00415415         154S
USC00415427         169P
USC00415429         108S
USC00415430          97P
USC00415435         181P
USC00415454          84P
USC00415477         148S
USC00415579          40S
USC00415596          33P
USC00415611         115S
USC00415618         180S
USC00415650          75S
USC00415658          59S
USC00415659         133S
USC00415661          81S
USC00415667         168S
USC00415701          57P
USC00415707          32S
USC00415721          53S
USC00415742         105P
USC00415757         113S
USC00415766         132P
USC00415770          83S
USC00415821          63S
USC00415822          59S
USC00415836          73S
USC00415845         117S
USC00415869         129P
USC00415875          64P
USC00415891          44S
USC00415897         122P
USC00415904         133S
USC00415954         140P
USC00415956         145P
USC00415972          51P
USC00415999          33S
USC00416024         142S
USC00416058         110S
USC00416060          99S
USC00416070          50P
USC00416074          44S
USC00416104          35S
USC00416108         160S
USC00416119         158S
USC00416130         115C
USC00416135          35S
USC00416137          41C
USC00416140          90P
USC00416146          67P
USC00416177         148S
USC00416195         166P
USC00416210         111S
USC00416270         160S
USC00416276         103S
USC00416280         160S
USC00416286         138P
USC00416331         102P
USC00416341         192P
USC00416367         100S
USC00416368          92P
USC00416433          66S
USC00416448         117P
USC00416477          51S
USC00416495          66S
USC00416496         144S
USC00416499          70P
USC00416502          34S
USC00416636          96P
USC00416644          41S
USC00416664         185S
USC00416680         197P
USC00416734          56P
USC00416740          69S
USC00416742          71S
USC00416745          74P
USC00416747          73S
USC00416766          99S
USC00416776          58C
USC00416780          54S
USC00416781          53P
USC00416785          58S
USC00416792          27S
USC00416794         148S
USC00416879          86S
USC00416892          26P
USC00416932          31S
USC00416950          61S
USC00416952          55S
USC00416953          55S
USC00416959          21P
USC00417017         100P
USC00417020         151P
USC00417028         157P
USC00417040         182S
USC00417044          40P
USC00417060          81P
USC00417074          43P
USC00417079          53C
USC00417111         109P
USC00417140         129S
USC00417170         105P
USC00417172         186S
USC00417179          86P
USC00417184          78S
USC00417186         109P
USC00417206          68S
USC00417215          88S
USC00417232          86P
USC00417262          17S
USC00417300          98S
USC00417327          79C
USC00417336          78S
USC00417388          98S
USC00417433          36P
USC00417458          71S
USC00417481          27P
USC00417495         125P
USC00417497         116P
USC00417530         104P
USC00417533         108P
USC00417586         148P
USC00417588         131S
USC00417593         101S
USC00417594         151S
USC00417614         117P
USC00417622          68S
USC00417633          97P
USC00417659         125S
USC00417669          66S
USC00417677          89S
USC00417685         107S
USC00417704         108S
USC00417706          74P
USC00417707         117S
USC00417712          70P
USC00417743          58S
USC00417773         126C
USC00417782          72S
USC00417791         103S
USC00417836          92S
USC00417841         163S
USC00417873          78S
USC00417920          12P
USC00417936         193C
USC00417947         100P
USC00417951         185S
USC00417983         107S
USC00417992          84P
USC00418022          34S
USC00418040          46P
USC00418059          72P
USC00418081          84S
USC00418126         119S
USC00418139          94P
USC00418160         137P
USC00418169          96P
USC00418187         102P
USC00418201          45C
USC00418221          79P
USC00418236          66S
USC00418252          38S
USC00418274         133S
USC00418305          15P
USC00418323          51S
USC00418326          75C
USC00418354         109P
USC00418373          52S
USC00418415         117S
USC00418433          57S
USC00418446         119S
USC00418449          66P
USC00418519         153S
USC00418523          52P
USC00418531          95S
USC00418544          94S
USC00418566          60P
USC00418583          71P
USC00418630          56S
USC00418631          60P
USC00418646         110S
USC00418658         100S
USC00418692          40S
USC00418696          95S
USC00418728         153S
USC00418743         144C
USC00418818          51S
USC00418845          97P
USC00418861         106P
USC00418862         108P
USC00418863          84S
USC00418877          96S
USC00418897          72S
USC00418910         110P
USC00418926          26P
USC00418929         139S
USC00418942         163C
USC00418996         152P
USC00419001         107S
USC00419004         122S
USC00419007          80P
USC00419014          80P
USC00419030          76P
USC00419031          70S
USC00419068         183P
USC00419076         148S
USC00419088          11S
USC00419099          87S
USC00419101         181S
USC00419125         140S
USC00419153         109S
USC00419163          77S
USC00419175          48S
USC00419191          65S
USC00419207         150P
USC00419224          45S
USC00419268          77P
USC00419270          27S
USC00419275          28S
USC00419286         133P
USC00419295          14P
USC00419313         100P
USC00419346          87P
USC00419365         121P
USC00419417         110S
USC00419491         130C
USC00419499          67S
USC00419501          69C
USC00419504          90C
USC00419522         124S
USC00419532         106S
USC00419559         105P
USC00419565          66S
USC00419588          67S
USC00419655         147P
USC00419662          67S
USC00419715         108C
USC00419717          84S
USC00419754         179P
USC00419800         129S
USC00419815         117P
USC00419836         143S
USC00419847          72S
USC00419859         145S
USC00419893          91P
USC00419898         179P
USC00419916         150S
USC00419952         123S
USC00419953         102S
USC00419962         103P
USC00419976          57P
USC00420050           5P
USC00420061          16S
USC00420072         123S
USC00420074           3S
USC00420086          24S
USC00420168           3S
USC00420336           3S
USC00420490           8P
USC00420527          20S
USC00420688           5P
USC00420730           6S
USC00420738           9S
USC00420757          55P
USC00420788           2S
USC00420820          34S
USC00420849           9S
USC00420900          73P
USC00420928          18S
USC00421008          22S
USC00421020           3P
USC00421144           3S
USC00421163           3S
USC00421168           2S
USC00421171           3S
USC00421214           3S
USC00421216           7P
USC00421241           3P
USC00421308          16S
USC00421432           3S
USC00421446          44S
USC00421731          23P
USC00421759          40S
USC00421918          13S
USC00422057          32S
USC00422101           3S
USC00422150           4P
USC00422173           3S
USC00422253           3C
USC00422257           2S
USC00422385           7C
USC00422418           5P
USC00422424          13P
USC00422558          24S
USC00422561           8P
USC00422578           2S
USC00422592           8S
USC00422607           4S
USC00422696           5S
USC00422700          10P
USC00422702          14S
USC00422726          30S
USC00422798           5C
USC00422828          13S
USC00422852           2S
USC00422864           9S
USC00422996       -7777P
USC00423012           5P
USC00423097          25S
USC00423348           4S
USC00423418           6P
USC00423486           6S
USC00423506          13S
USC00423600           4S
USC00423776           9S
USC00423809           9S
USC00423836           8P
USC00423980           3P
USC00424100           4S
USC00424135          24S
USC00424174           8S
USC00424342           1S
USC00424362          17S
USC00424467           9S
USC00424508          19S
USC00424527          14P
USC00424748          14P
USC00424755           8S
USC00424764           4S
USC00424856           8S
USC00424947           9S
USC00424968           8S
USC00425065           4S
USC00425148           8P
USC00425182          11S
USC00425186          17S
USC00425194          14S
USC00425252          12P
USC00425268           9S
USC00425377           6P
USC00425402           5S
USC00425477           1S
USC00425582           1S
USC00425723           8S
USC00425733           3S
USC00425805          17S
USC00425826          14S
USC00425837           3S
USC00425892          32P
USC00425969           2S
USC00426053          11P
USC00426123           2S
USC00426135           9S
USC00426181          29S
USC00426357          12S
USC00426404          31S
USC00426414          24P
USC00426455          22P
USC00426534          30S
USC00426538           6S
USC00426568           1S
USC00426601           6P
USC00426686           5P
USC00426708           3S
USC00426724          11P
USC00426869          58P
USC00426919          13S
USC00426938          13P
USC00427026           4S
USC00427064          16C
USC00427165           3P
USC00427260           3S
USC00427271          17S
USC00427395       -7777P
USC00427408           5P
USC00427516           4S
USC00427557           6P
USC00427559           3P
USC00427606          11P
USC00427686          22S
USC00427714           9P
USC00427729          24P
USC00427800           3P
USC00427846          75S
USC00427909          20P
USC00427931           9P
USC00428119          25S
USC00428456           7S
USC00428478          14P
USC00428668          14P
USC00428733          39S
USC00428771          21C
USC00428817          12P
USC00428828          12P
USC00428973           3P
USC00429133           4S
USC00429136          21S
USC00429152           1P
USC00429165           6S
USC00429346          42P
USC00429368           1S
USC00429514           4P
USC00429595           5S
USC00429717          18C
USC00430499          78P
USC00430661          97S
USC00430940          76P
USC00431213          65S
USC00431243         118S
USC00431360          71P
USC00431433          87S
USC00432769          70S
USC00432843          76P
USC00433341          45P
USC00434052          70P
USC00434120          74P
USC00434747         106P
USC00435376          78P
USC00435416         203C
USC00435542          58S
USC00435733         101P
USC00435740          86P
USC00436500          91P
USC00436761         130P
USC00436893         118S
USC00436995          85S
USC00437032          58P
USC00437098          74S
USC00437152         140P
USC00437607          58S
USC00437612          97S
USC00437646          71S
USC00438160         101P
USC00438556          69P
USC00438600         122P
USC00438637         102P
USC00438815          69P
USC00439099          65P
USC00439591         156P
USC00439735         128P
USC00439984         107P
USC00440021          84S
USC00440135          82P
USC00440166         129P
USC00440187         106P
USC00440243         132P
USC00440327         112C
USC00440551         119P
USC00440720         150P
USC00440735         127P
USC00440766          84S
USC00440792          74S
USC00440993         116P
USC00441082         123P
USC00441121         103P
USC00441136         114S
USC00441159         105S
USC00441209          87C
USC00441259         104P
USC00441322         129S
USC00441585         133S
USC00441593         131S
USC00441606         130S
USC00441614         117S
USC00441692          69P
USC00441746         113S
USC00441825          97P
USC00441913         112P
USC00441955         118S
USC00441999         117S
USC00442009         115S
USC00442041          72P
USC00442044          78S
USC00442064         105S
USC00442142         113S
USC00442208          74S
USC00442245         119S
USC00442600          82S
USC00442663          70P
USC00442790         117C
USC00442941         121C
USC00443192         101P
USC00443213         121P
USC00443229         107P
USC00443267         112S
USC00443310          88S
USC00443375         130C
USC00443397          74P
USC00443466         113P
USC00443470         114S
USC00443640          95S
USC00443991         109P
USC00444044         133C
USC00444101         126S
USC00444128         108P
USC00444148         111S
USC00444414         121S
USC00444565         120S
USC00444568         106S
USC00444600         123P
USC00444676          82S
USC00444768         125P
USC00444777          82P
USC00444876         102S
USC00445050         118S
USC00445096         113S
USC00445117          96P
USC00445300         125P
USC00445338         113P
USC00445416         101P
USC00445453         164S
USC00445595         101S
USC00445685         141P
USC00445700         129P
USC00445851         117S
USC00445880          96P
USC00446173          91P
USC00446475         114S
USC00446491         106S
USC00446593         108P
USC00446626         108S
USC00446692         132C
USC00446712         114S
USC00446906         113S
USC00446955          86S
USC00446999          77P
USC00447174          76P
USC00447278         130P
USC00447338         126P
USC00447506          93P
USC00447925         118S
USC00447985         127P
USC00448022          83S
USC00448062          93S
USC00448084         102S
USC00448129         141P
USC00448170         143S
USC00448192         133S
USC00448396         108S
USC00448547          97C
USC00448600         116C
USC00448737         108S
USC00448800         139S
USC00448829         112S
USC00448888         110S
USC00448894         119S
USC00449025         116C
USC00449151         119C
USC00449169         104S
USC00449181          85S
USC00449186          88S
USC00449213         115C
USC00449215          96S
USC00449263          81S
USC00449272         147S
USC00449301          82S
USC00450008         227S
USC00450013         455P
USC00450176          23S
USC00450257          57S
USC00450294           8S
USC00450456         315S
USC00450482          79S
USC00450587          38P
USC00450668           4P
USC00450729          49S
USC00450844          13S
USC00450872         128S
USC00450945          71S
USC00451205         198S
USC00451233         281S
USC00451276          67S
USC00451350           7S
USC00451395          17P
USC00451400           4S
USC00451414          32C
USC00451484          75S
USC00451496         355S
USC00451586          10P
USC00451630          10P
USC00451679         158S
USC00451690       -7777P
USC00451691           1S
USC00451760         388S
USC00451767           1S
USC00451783           9S
USC00451939         281S
USC00452007           2S
USC00452030           9S
USC00452157         210S
USC00452220         104P
USC00452505       -7777S
USC00452531         153S
USC00452542       -7777P
USC00452548         151P
USC00452563           5P
USC00452675          35S
USC00452914         384C
USC00453177         138P
USC00453184          62S
USC00453222          12P
USC00453226          17P
USC00453284         109P
USC00453320         188S
USC00453333         328P
USC00453515           1S
USC00453546       -7777S
USC00453730          80S
USC00453826         361P
USC00453883           4S
USC00454077           2P
USC00454084         150S
USC00454154       -7777S
USC00454169          56S
USC00454338           2S
USC00454486         101S
USC00454572          34S
USC00454679       -7777S
USC00454748         196S
USC00454764         198S
USC00454769          54S
USC00455086         244P
USC00455110          87S
USC00455133          26S
USC00455224          52S
USC00455231           1P
USC00455305         149S
USC00455326          15P
USC00455387          11S
USC00455525          64S
USC00455678          30P
USC00455688           3S
USC00455704          98P
USC00455774         351S
USC00455840         214S
USC00455844          30S
USC00455946          10S
USC00456011         117P
USC00456039           1S
USC00456096          24S
USC00456215           1P
USC00456262         124S
USC00456295         219S
USC00456534          34C
USC00456610           4P
USC00456624          28P
USC00456678           5P
USC00456747           1S
USC00456768           1P
USC00456789           7S
USC00456803          45P
USC00456880           1S
USC00456896         192P
USC00456898         381S
USC00456909         167P
USC00456914         212C
USC00456974           8S
USC00457015       -7777S
USC00457059           3C
USC00457180           3S
USC00457185         139S
USC00457267           4S
USC00457507          70S
USC00457522           1P
USC00457544           6S
USC00457584         169P
USC00457696         227S
USC00457727           1S
USC00457773         124S
USC00457941           5P
USC00458034         132S
USC00458059          71S
USC00458207           1S
USC00458278          54S
USC00458508         279P
USC00458715         299S
USC00458773          49S
USC00458959           2S
USC00459012           6S
USC00459021         111S
USC00459074           2S
USC00459079           7P
USC00459200           5S
USC00459238           3P
USC00459376           9S
USC00460094          69S
USC00460102          69S
USC00460355          69P
USC00460509          83P
USC00460527          90S
USC00460580          70S
USC00460633          91S
USC00460939          74C
USC00461075         103C
USC00461215         102S
USC00461220         100S
USC00461282          94S
USC00461324          91S
USC00461330          88P
USC00461363         113P
USC00461393          75P
USC00461579         104P
USC00461677          85S
USC00461696          96P
USC00461723         105P
USC00462054          96P
USC00462151          90S
USC00462462          88S
USC00462522          96S
USC00462920          86C
USC00463072          80P
USC00463215          76S
USC00463361         102S
USC00463464          98S
USC00463544          90S
USC00463798         124S
USC00463846          95C
USC00464200          77S
USC00464397          98S
USC00464408          80P
USC00464763          91P
USC00464840          87P
USC00465002          92S
USC00465224          79S
USC00465353         100S
USC00465365          92S
USC00465563         103S
USC00465600          94S
USC00465626          96P
USC00465672         104P
USC00465739          87P
USC00465875         111P
USC00465963          98S
USC00466163          63C
USC00466212          74S
USC00466248          79P
USC00466442          74P
USC00466591          81C
USC00466600         101P
USC00466867          98S
USC00466900         100P
USC00466982          93S
USC00467018          71S
USC00467029          86S
USC00467207          61S
USC00467287          87S
USC00467455          95P
USC00467513         106P
USC00467552          90S
USC00467649         119P
USC00467730          68S
USC00467743          98P
USC00467785         120S
USC00467918         108P
USC00468051         110P
USC00468308         126S
USC00468384          93S
USC00468614          93S
USC00468777         102S
USC00468807          94P
USC00469011          65S
USC00469086          87P
USC00469281          76S
USC00469336         122P
USC00469458         102S
USC00469482          75P
USC00469522          74C
USC00469610         107P
USC00469683          79S
USC00470045          81P
USC00470124          83S
USC00470175          69C
USC00470239          52S
USC00470265          56S
USC00470273          90S
USC00470308          71S
USC00470349          61P
USC00470486          72C
USC00470516          80C
USC00470603          61P
USC00470645          73S
USC00470696          84C
USC00470773          69P
USC00470855          91P
USC00470882          77S
USC00470892          85S
USC00470904          68S
USC00470929          85P
USC00471039          50P
USC00471044          66P
USC00471064          59S
USC00471078          86S
USC00471131          66P
USC00471155          46S
USC00471205          74S
USC00471280          69P
USC00471308          83P
USC00471416          83S
USC00471568          62S
USC00471667          82S
USC00471676          68S
USC00471847          85S
USC00471897          61P
USC00471913          90P
USC00471923          75S
USC00471970          67P
USC00471978          56S
USC00472001          79P
USC00472165          77P
USC00472173          81P
USC00472240          69P
USC00472279          76P
USC00472314          46S
USC00472425          57P
USC00472447          65S
USC00472556          82S
USC00472826          43P
USC00472839          54S
USC00472869          78S
USC00472889          66S
USC00472996          78S
USC00473022          77P
USC00473038          79S
USC00473058          73C
USC00473182          61S
USC00473186          62S
USC00473332          61S
USC00473405          63S
USC00473453          67S
USC00473471          72P
USC00473511          56S
USC00473654          72S
USC00473698          71S
USC00473756          66C
USC00473800          62P
USC00474080          69S
USC00474174          76S
USC00474195          56S
USC00474366          87P
USC00474383          50S
USC00474404          84P
USC00474457          78P
USC00474482          84S
USC00474523          64S
USC00474546          76C
USC00474582          47C
USC00474829          57P
USC00474894          69S
USC00474937          74C
USC00474953          71P
USC00475017          63S
USC00475091          62S
USC00475120          67S
USC00475164          67S
USC00475178          70S
USC00475255          68S
USC00475286          60S
USC00475335          69C
USC00475364          57C
USC00475474          60S
USC00475516          44S
USC00475525          64P
USC00475563          71S
USC00475573          82C
USC00475581          70S
USC00475718          90P
USC00475786          64S
USC00475808          67S
USC00475932          65P
USC00476122          51P
USC00476200          73C
USC00476208          64S
USC00476280          80S
USC00476330          61S
USC00476357          69C
USC00476398          62P
USC00476510          63P
USC00476518          49S
USC00476646          86S
USC00476678          64S
USC00476718          71C
USC00476764          80S
USC00476827          76C
USC00476838          67P
USC00476859          57S
USC00476922          80S
USC00476939          55P
USC00477052          82P
USC00477092          53S
USC00477113          54S
USC00477121          65P
USC00477132          63S
USC00477140          45P
USC00477158          90S
USC00477174          75S
USC00477209          62S
USC00477226          71S
USC00477349          67C
USC00477464          60S
USC00477480          57S
USC00477708          65S
USC00477725          61S
USC00477745          74P
USC00477892          60S
USC00477980          26P
USC00477997          76P
USC00478018          62S
USC00478027          60S
USC00478110          65S
USC00478164          84P
USC00478171          62S
USC00478229          84S
USC00478241          60S
USC00478267          56C
USC00478288          50P
USC00478316          84P
USC00478324          70P
USC00478349          68S
USC00478376          52P
USC00478589          70S
USC00478672          57S
USC00478723          74S
USC00478827          80S
USC00478905          46S
USC00478919          81S
USC00478937          76P
USC00478951          71S
USC00478978          64S
USC00479046          87P
USC00479050          61P
USC00479062          71S
USC00479144          69P
USC00479176          61P
USC00479190          80S
USC00479236          50S
USC00479304          69S
USC00479319          81S
USC00479335          64S
USC00479345          62S
USC00480027           8P
USC00480080          25S
USC00480140          15S
USC00480270          21P
USC00480484          14S
USC00480540           2S
USC00480552           8S
USC00480740          12C
USC00480761           7P
USC00480778          12P
USC00480865           6S
USC00480951           1P
USC00481000           5S
USC00481165          13S
USC00481175           9P
USC00481284           7S
USC00481547          15P
USC00481610           6P
USC00481730          22S
USC00481736           4S
USC00481775           3S
USC00481816          14S
USC00481840           4S
USC00481850           7P
USC00481855           8S
USC00481905          25S
USC00482054           1P
USC00482242           1P
USC00482375           4S
USC00482399          19P
USC00482415           3P
USC00482466          29S
USC00482580          15S
USC00482595           8S
USC00482680          11P
USC00482685          18P
USC00482715           3S
USC00482725          15S
USC00482881          25P
USC00482995          13S
USC00483031           4S
USC00483045           7P
USC00483100           9S
USC00483396           3S
USC00483855          19S
USC00483950           9P
USC00484065           1P
USC00484080           5P
USC00484411           4S
USC00484442          13S
USC00484760          23P
USC00484910           6P
USC00484925           4S
USC00485055           9P
USC00485105           2S
USC00485252           4P
USC00485260          27S
USC00485345           5S
USC00485435           5S
USC00485506          19S
USC00485525           7S
USC00485703           5P
USC00485770           4S
USC00485830          22P
USC00486120           6P
USC00486195          12P
USC00486428          13S
USC00486440          12S
USC00486555           2S
USC00486595          10P
USC00486660          17C
USC00486845          11P
USC00486852          24P
USC00487115           7P
USC00487200          21S
USC00487240          15P
USC00487260           2S
USC00487376          16P
USC00487388           3P
USC00487473           5S
USC00487548          14P
USC00487555          13S
USC00487760           5S
USC00487810          14P
USC00487955          12P
USC00487990           2P
USC00488070          11P
USC00488124           5P
USC00488160          12S
USC00488192           4S
USC00488209           6S
USC00488315          15S
USC00488626          46P
USC00488705          24S
USC00488758          11S
USC00488808          16S
USC00488852           9S
USC00488858           9S
USC00488875          12P
USC00488884          15P
USC00488888          10P
USC00488995          16P
USC00488997          23P
USC00489025           4S
USC00489205          20S
USC00489207          16P
USC00489459           4P
USC00489467           3P
USC00489580          19P
USC00489604          19P
USC00489615          21S
USC00489770           5S
USC00489805          14P
USC00489905           2S
USC00500243         181S
USC00500275          14P
USC00500302          12P
USC00500464          89S
USC00500657         556P
USC00500707           8P
USC00500788         147S
USC00501240         374S
USC00501243          13S
USC00501492           4P
USC00501926          57P
USC00502107           5S
USC00502112           6S
USC00502126           0P
USC00502173         516P
USC00502350           8P
USC00502352           6P
USC00502457          31P
USC00502568          14P
USC00502587         148S
USC00502707           6S
USC00502785         255P
USC00502965           4P
USC00503009          29P
USC00503163           9P
USC00503212           1P
USC00503299          19S
USC00503504         105P
USC00503573          57S
USC00503585           5P
USC00503672          22S
USC00503682          14P
USC00503720          27P
USC00503933          52P
USC00504094         210P
USC00504550          19P
USC00504621          11P
USC00504812         133S
USC00505136       -7777S
USC00505397           6P
USC00505464           9P
USC00505519         830S
USC00505604         736S
USC00505733           8S
USC00505757          16P
USC00505778          11P
USC00505894          47P
USC00506147          10S
USC00506581           4S
USC00506777           3P
USC00506870           8P
USC00507141         493P
USC00507557         524P
USC00507570          12S
USC00507738         453S
USC00507780           0P
USC00507783          11P
USC00508140          14P
USC00508377          72P
USC00508470          11P
USC00508547          12P
USC00508594           6P
USC00508625           7P
USC00508915          11S
USC00508945          14P
USC00509313           7P
USC00509385           5P
USC00509460         195P
USC00509489          11P
USC00509641           5S
USC00509790          27S
USC00509793           6P
USC00509829         762S
USC00510123         108S
USC00510248          42S
USC00510746         687P
USC00510840         241P
USC00511004         119S
USC00511065          57P
USC00511086          76S
USC00511125         153P
USC00511303         234S
USC00511856         221P
USC00511880          39P
USC00511918          43C
USC00512161          59P
USC00512558          36P
USC00512802         531P
USC00512960         293S
USC00513054          68S
USC00513099         151S
USC00513113         193P
USC00513117         116P
USC00513208         120P
USC00513300         126S
USC00513317          55P
USC00513368         152S
USC00513910          54S
USC00513911          26S
USC00514080         152P
USC00514272          52P
USC00514489          35S
USC00514500          84S
USC00514561         119S
USC00514735          46P
USC00514758         144S
USC00514765          26S
USC00514806         168P
USC00514815         359P
USC00514928         277P
USC00514938         193P
USC00515000          62S
USC00515004          81S
USC00515011         276S
USC00515275          42P
USC00515330         115S
USC00515758          56P
USC00515761          71S
USC00515842          42S
USC00515864          59S
USC00516082          53P
USC00516122         123S
USC00516128         441S
USC00516130         400P
USC00516304          51P
USC00516395          59S
USC00516850          58P
USC00516928         265S
USC00517000         156S
USC00517131         354P
USC00517166          77S
USC00517204         221P
USC00517312         280S
USC00517540          54C
USC00517566          50S
USC00517656         178S
USC00517664         326S
USC00517724         411P
USC00517810         459S
USC00518060          49P
USC00518165         132S
USC00518205          72P
USC00518316          65C
USC00518422          25S
USC00518500          71P
USC00518543          50S
USC00518552          44S
USC00518600          89S
USC00518652          51P
USC00518688          49S
USC00518830          58P
USC00518838         140P
USC00519025         542C
USC00519144          21P
USC00519185          56S
USC00519231          49S
USC00519253          48P
USC00519275          79P
USC00519281         157P
USC00519315          98P
USC00519397          53S
USC00519484          95P
USC00519523          98S
USC00519603          84S
USC00519629          58S
USC00519980          78S
USW00003017          23P
USW00003103          39S
USW00003104           3S
USW00003122          41S
USW00003125           2S
USW00003145           5P
USW00003159          14S
USW00003160           5P
USW00003164          38S
USW00003170           2P
USW00003804          82P
USW00003809         158P
USW00003810         131S
USW00003811         169S
USW00003812         112C
USW00003813         137C
USW00003816         137C
USW00003820         124C
USW00003822         140C
USW00003841         153S
USW00003847         155S
USW00003849         109P
USW00003853         121P
USW00003855         194P
USW00003856         159C
USW00003859          66C
USW00003860          88C
USW00003866         188S
USW00003870         133C
USW00003872          69C
USW00003881         185S
USW00003889         116C
USW00003904         124S
USW00003919          81P
USW00003927         108C
USW00003928          96C
USW00003935         121S
USW00003937         183C
USW00003940         170C
USW00003945         116C
USW00003947         100C
USW00003951         168S
USW00003952         148C
USW00003957          69P
USW00003959         117S
USW00003962         166P
USW00003966         110P
USW00003969          84S
USW00004725          65C
USW00004751          79P
USW00004781         118S
USW00004787          72P
USW00012815         150C
USW00012816         135S
USW00012832         185S
USW00012834         143C
USW00012835         180S
USW00012836         107C
USW00012838         150S
USW00012839         186C
USW00012842         142C
USW00012843         152S
USW00012844         174C
USW00012849         173P
USW00012850         117P
USW00012859         145P
USW00012883         165P
USW00012884         179P
USW00012912         123C
USW00012916         196C
USW00012917         188C
USW00012918         170S
USW00012919          74C
USW00012921          94C
USW00012924          92C
USW00012925          77P
USW00012926          93S
USW00012928          92C
USW00012930         199S
USW00012935         130S
USW00012944         135P
USW00012958         194P
USW00012959          53S
USW00012960         151C
USW00012962          71P
USW00013702         119P
USW00013713         138P
USW00013714         118P
USW00013721         124S
USW00013722         104C
USW00013723         108C
USW00013724         109S
USW00013729          72C
USW00013733         104C
USW00013734          89C
USW00013735         117C
USW00013736          68S
USW00013737         118C
USW00013739         106C
USW00013740         111C
USW00013741          98C
USW00013743          94C
USW00013744         117C
USW00013748         168C
USW00013750          99S
USW00013754         162S
USW00013764         110P
USW00013766         145P
USW00013769         114P
USW00013773         105P
USW00013777         106P
USW00013781         113C
USW00013782         121S
USW00013786         135P
USW00013802         120S
USW00013861         141P
USW00013865         184C
USW00013866          82C
USW00013867          90S
USW00013870         135S
USW00013871         149S
USW00013872          72C
USW00013873         139C
USW00013874         146C
USW00013876         162C
USW00013877          77C
USW00013878         133C
USW00013880         148C
USW00013881         110C
USW00013882         157C
USW00013883         132C
USW00013884         199P
USW00013889         156C
USW00013891         124C
USW00013893         174C
USW00013894         209C
USW00013895         172C
USW00013896         153P
USW00013897         126C
USW00013899         202C
USW00013904          92P
USW00013935         179P
USW00013942         167S
USW00013957         166C
USW00013958         101C
USW00013959         100C
USW00013960         115S
USW00013961          92P
USW00013962          61C
USW00013963         144C
USW00013964         132C
USW00013966          84C
USW00013967         107C
USW00013968         119S
USW00013969          99C
USW00013970         189C
USW00013971         118P
USW00013975          53S
USW00013976         190S
USW00013977         155P
USW00013978         167S
USW00013980          97S
USW00013981         127S
USW00013984          69C
USW00013985          46C
USW00013987         137S
USW00013988         107S
USW00013991         114P
USW00013993          92P
USW00013994         107C
USW00013995         127C
USW00013996         101C
USW00013997         124P
USW00014605          93C
USW00014606          88P
USW00014607          57C
USW00014609          67S
USW00014611         126S
USW00014711         101P
USW00014717          73P
USW00014732         117C
USW00014733          63C
USW00014734         125C
USW00014735          74C
USW00014736          66S
USW00014737         116C
USW00014739         101C
USW00014740         116C
USW00014742          63C
USW00014743          59C
USW00014745          91C
USW00014750          80C
USW00014751          96P
USW00014752         117S
USW00014753         148C
USW00014755         260C
USW00014757         109S
USW00014761          84P
USW00014764         115C
USW00014765         125C
USW00014768          47C
USW00014771          53C
USW00014777          78C
USW00014778          88C
USW00014790         119P
USW00014793         121P
USW00014804          53P
USW00014806         101S
USW00014814          47S
USW00014815          67S
USW00014817          54S
USW00014819          90C
USW00014820          67C
USW00014821          75C
USW00014824          41P
USW00014825          60C
USW00014826          51C
USW00014827          82C
USW00014828          66S
USW00014833          57S
USW00014835          79P
USW00014836          52C
USW00014837          74C
USW00014838          39S
USW00014839          72C
USW00014840          55C
USW00014841          44C
USW00014842          85C
USW00014845          59S
USW00014846          62S
USW00014847          43C
USW00014848          72C
USW00014850          53S
USW00014852          65C
USW00014855          83P
USW00014858          35P
USW00014860          70C
USW00014891          96C
USW00014892          80P
USW00014895          71C
USW00014897          62C
USW00014898          53C
USW00014910          49P
USW00014912          35S
USW00014913          61C
USW00014914          41C
USW00014916          36S
USW00014918          34C
USW00014919          31C
USW00014920          71S
USW00014922          60C
USW00014923          92C
USW00014924          39C
USW00014925          69C
USW00014926          53C
USW00014929          40S
USW00014931          95P
USW00014933          85C
USW00014935          64C
USW00014936          48C
USW00014939          64C
USW00014940          85C
USW00014941          64C
USW00014942          72S
USW00014943          64C
USW00014944          56C
USW00014945          96P
USW00014946          37S
USW00014950          93S
USW00014971          88P
USW00014990          81P
USW00014991          57S
USW00014992          58C
USW00014995          65S
USW00021504         298C
USW00022010          53C
USW00022501          55P
USW00022514          37P
USW00022516          36C
USW00022519          66P
USW00022521          37C
USW00022534          59S
USW00022536          72C
USW00023007          55C
USW00023009          24C
USW00023023          33C
USW00023034          57C
USW00023040          28S
USW00023041          57S
USW00023042          43C
USW00023044          13C
USW00023047          43C
USW00023050           6C
USW00023051          31P
USW00023054          27S
USW00023058          11S
USW00023061           1S
USW00023062          23S
USW00023063           3P
USW00023064          41P
USW00023065          41C
USW00023066           2C
USW00023067          13P
USW00023070          15C
USW00023072          60C
USW00023081           5S
USW00023110           6S
USW00023129          34C
USW00023152          55S
USW00023153           2S
USW00023154           3C
USW00023155           3C
USW00023156          46P
USW00023157           6C
USW00023158           8S
